longitude,latitude
-3.013187,53.049126
-3.095877,53.070778
-3.463651,53.277177
-2.990641,53.090542
-3.489346,53.316494
-3.306714,53.092688
-4.117095,53.214264
-3.58087,53.290747
-3.914769,52.868418
-4.260518,53.074667
-4.419113,52.888767
-3.493423,53.318475
-4.4036,52.899098
-4.059159,52.906057
-3.500425,53.314782
-3.474195,53.329035
-4.635115,53.313502
-3.796493,53.26876
-3.137376,53.168339
-3.949555,52.978422
-3.011284,53.048091
-3.11706,53.155641
-3.471223,53.309869
-4.395292,52.954942
-3.18341,53.27599
-4.490791,53.229263
-3.773638,53.315815
-3.831151,53.06959
-3.124688,53.16481
-3.019442,53.072662
-2.972596,53.105461
-3.037798,53.168062
-4.12653,53.229066
-3.414391,53.336474
-3.82336,53.31511
-3.026166,53.073602
-4.041345,52.941492
-2.986665,53.16864
-3.798321,53.289437
-4.324953,53.258617
-2.981364,53.040475
-3.506087,53.313578
-3.001874,53.066905
-3.483094,53.324537
-3.028931,53.000465
-3.009353,53.21364
-3.508254,53.313308
-3.010245,53.096787
-4.2732,53.138227
-4.230438,53.14515
-4.194134,53.156389
-3.720928,53.290786
-2.995883,53.164249
-3.042926,53.157446
-2.995238,53.043803
-3.077876,53.009767
-4.304342,53.080912
-3.135599,53.167871
-3.033432,53.069718
-4.270591,53.139787
-3.826636,53.280376
-2.988704,53.071159
-3.055331,53.122349
-3.463091,53.318716
-4.1086,53.203554
-3.727137,53.294796
-3.090323,53.16815
-3.195326,53.246179
-3.380698,53.173858
-3.412973,53.300397
-3.317676,53.286008
-3.019227,53.043968
-3.436544,53.313681
-3.138079,53.246856
-4.145203,53.212961
-4.071839,53.184311
-3.238181,53.278617
-3.834655,53.249075
-3.579802,53.284163
-3.028737,53.046188
-2.895336,53.042017
-4.100818,52.819767
-2.991095,53.044638
-3.015716,53.202197
-4.367319,53.395696
-4.130635,53.232067
-3.136901,53.172425
-3.450247,53.215266
-3.501011,53.317796
-3.218857,51.798399
-3.209203,51.58738
-2.949481,51.576326
-2.799766,51.585705
-3.231308,51.692149
-3.212688,51.781972
-3.227032,51.656541
-3.212302,51.648475
-3.001017,51.638831
-3.250417,51.662094
-3.217964,51.666634
-3.220239,51.573679
-3.008865,51.599146
-2.882178,51.640575
-3.025641,51.651648
-3.262475,51.706798
-3.222185,51.695086
-2.692624,51.61899
-3.210245,51.781161
-3.220698,51.622006
-2.955575,51.594413
-2.738065,51.582369
-3.271283,51.596022
-3.231287,51.603336
-3.225603,51.647501
-2.845526,51.589062
-3.063648,51.552327
-2.998938,51.596803
-3.032868,51.587347
-3.236431,51.656631
-3.027424,51.82491
-3.058109,51.643024
-3.037759,51.644887
-3.234435,51.785208
-3.157694,51.765811
-3.068153,51.740736
-3.203628,51.776014
-3.209223,51.582165
-3.172034,51.786251
-2.902063,51.703186
-2.979635,51.785782
-2.943791,51.594256
-2.740089,51.608387
-2.871656,51.705295
-3.222181,51.779743
-3.195647,51.66698
-3.092207,51.602941
-3.201833,51.66689
-2.786178,51.587892
-2.910128,51.712763
-3.024274,51.824829
-3.046963,51.717495
-3.002944,51.647591
-3.207722,51.786007
-3.200654,51.654017
-3.201607,51.66656
-3.000166,51.588296
-2.979039,51.589912
-3.015286,51.569175
-2.707079,51.814549
-2.997977,51.595139
-3.057405,51.649433
-3.077324,51.771296
-3.222385,51.645008
-3.011541,51.573397
-3.013841,51.657262
-3.060846,51.709502
-3.147785,51.737953
-3.245721,51.753869
-3.032653,51.640221
-2.945167,51.598633
-3.201631,51.59145
-2.948448,51.60295
-3.258746,51.704878
-3.271757,51.678068
-2.756987,51.644075
-2.830824,51.614802
-3.141925,51.68415
-3.101121,51.609674
-2.838649,51.586396
-3.211892,51.718166
-2.996966,51.585212
-3.190213,51.665462
-3.220409,51.647312
-3.174266,51.794052
-3.048917,51.710608
-3.005466,51.642012
-2.986171,51.59264
-3.216829,51.568103
-3.014117,51.819019
-3.159636,51.761278
-3.277211,51.687361
-3.136752,51.616186
-3.069175,51.551234
-2.753591,51.58914
-3.192299,51.643564
-3.024037,51.655519
-3.008635,51.638289
-2.821959,51.57816
-3.039996,51.555597
-3.021662,51.693871
-3.236684,51.716865
-3.195873,51.700266
-3.014664,51.697304
-3.221977,51.622316
-3.205181,51.704757
-2.906017,51.70552
-3.001563,51.638053
-3.208878,51.708261
-3.019105,51.608976
-2.912039,51.611277
-2.904728,51.604545
-3.176508,51.683431
-3.00083,51.610643
-2.761341,51.589935
-2.978344,51.58981
-3.216724,51.777336
-3.244533,51.770733
-2.924456,51.77445
-2.780992,51.580931
-3.166749,51.771917
-2.99609,51.590066
-3.022181,51.692509
-3.03664,51.696528
-3.138063,51.662796
-3.217108,51.565574
-3.000242,51.651579
-3.004041,51.622665
-3.020841,51.644496
-3.083669,51.765735
-3.227089,51.592787
-3.243034,51.570841
-3.03593,51.583642
-2.681999,51.620311
-2.979048,51.586325
-2.879724,51.61459
-2.995648,51.797327
-3.217626,51.574165
-2.993098,51.587205
-3.072268,51.82272
-3.180418,51.741946
-3.139128,51.672389
-2.793839,51.587714
-2.715871,51.608348
-2.989195,51.570351
-3.23193,51.63829
-2.92547,51.60272
-3.018389,51.684072
-3.195609,51.667188
-3.248843,51.569035
-2.935478,51.781061
-3.240988,51.581545
-3.239302,51.580043
-3.037601,51.649349
-2.987876,51.637252
-2.980122,51.575858
-2.982916,51.595662
-3.218694,51.668524
-2.882417,51.640241
-2.957439,51.611644
-2.977111,51.58956
-3.097299,51.601491
-2.969947,51.603601
-3.258331,51.666982
-2.952925,51.677473
-3.000633,51.582645
-3.094131,51.823795
-3.035121,51.584881
-2.995129,51.590335
-3.199465,51.651673
-3.021543,51.69309
-2.980878,51.603565
-2.986897,51.588812
-3.014377,51.570496
-2.937881,51.586283
-3.036407,51.60966
-2.75312,51.639235
-2.673623,51.677995
-2.980163,51.603238
-2.978413,51.587661
-3.240538,51.685766
-2.998342,51.603237
-3.042521,51.575842
-3.040038,51.556846
-3.192598,51.754573
-3.006696,51.602285
-3.053342,51.618169
-3.01899,51.656085
-3.017739,51.660897
-3.211701,51.588487
-3.011371,51.622287
-3.002937,51.602065
-2.783853,51.716065
-3.12816,51.721626
-2.785222,51.588564
-2.937546,51.599441
-3.035641,51.565202
-3.080883,51.543753
-2.792687,51.582066
-2.73432,51.611516
-2.990929,51.591035
-2.998387,51.578285
-3.188128,51.660933
-3.233644,51.657245
-3.140651,51.595988
-3.200346,51.589233
-3.053013,51.711857
-3.063112,51.724651
-3.169798,51.801271
-3.108652,51.613532
-3.195546,51.794889
-3.018754,51.584917
-3.212185,51.588779
-2.718945,51.809963
-3.034769,51.644932
-2.995763,51.689256
-3.235414,51.638343
-3.02275,51.693385
-3.048205,51.583281
-2.988676,51.583654
-2.953871,51.575085
-3.135234,51.718518
-2.83753,51.705228
-3.032307,51.560062
-2.943963,51.596979
-3.056853,51.55354
-2.697431,51.813555
-2.710255,51.811752
-3.017784,51.634515
-2.814686,51.661303
-2.671696,51.64061
-3.172348,51.789961
-3.134399,51.729694
-2.982561,51.586565
-3.228671,51.695207
-3.276682,51.753357
-3.034216,51.682234
-3.222074,51.585592
-2.673147,51.621504
-3.168895,51.614135
-3.032565,51.574626
-2.925553,51.60396
-3.200864,51.666864
-3.221791,51.578258
-3.010392,51.563211
-2.858258,51.61973
-2.983001,51.595562
-2.933169,51.599341
-3.008454,51.573424
-2.970498,51.582709
-3.002353,51.63454
-3.112892,51.684096
-2.985421,51.604659
-3.071685,51.607087
-3.19932,51.703684
-3.24494,51.780781
-3.252714,51.768901
-3.215259,51.787557
-2.95773,51.611749
-3.044929,51.576989
-3.012704,51.572461
-3.226573,51.592388
-3.014536,51.607451
-3.058554,51.734673
-3.052399,51.710343
-3.245955,51.776068
-2.675994,51.640055
-3.231745,51.63679
-2.696517,51.717505
-3.130849,51.697097
-2.979346,51.576008
-3.012176,51.598048
